"participant","condition","joint","controller_mode","target_mode","motor_enabled","tolerance_deg","rmse_deg","mae_deg","max_error_deg","within_tolerance_percent","sample_rate_hz"
"S01","LADRC 跟隨＋自抗擾補償","elbow","adrc","sine","true","3","7.42962417970213","5.2297633056474835","31.366722365618894","40.20618556701031","6.422435708743501"

"time_s","system_time_s","target_deg","measured_deg","error_deg"
"0.031199999999254942","273.408415555954","35.40467110334295","4.037948737724054","31.366722365618894"
"0.21609999999776483","273.6080265045166","29.43660514678055","4.794988018703134","24.641617128077417"
"0.40919999999925494","273.80548214912415","23.25838867725045","5.161693555235182","18.09669512201527"
"0.626","274.0022737979889","17.206669502048054","4.287942523993666","12.918726978054387"
"0.6403999999985099","274.02772855758667","16.450949477946423","3.990835872845829","12.460113605100595"
"0.8086999999992549","274.20134830474854","11.568585123083814","1.7162339018922452","9.852351221191569"
"0.9875999999977648","274.373699426651","7.351245542552412","-0.3194844362504972","7.6707299788029095"
"1.25339999999851","274.61956572532654","2.8028621985699615","-2.6846149059471673","5.487477104517129"
"1.2725","274.6688742637634","2.1332427825167493","-3.18323721700156","5.316479999518309"
"1.416199999999255","274.79282450675964","0.8424654624358467","-4.866396601017467","5.708862063453314"
"1.5862999999970198","274.97063970565796","0.017013798507580447","-6.813350227601802","6.8303640261093825"
"1.836599999997765","275.2005798816681","0.7899579133770409","-5.358288114491073","6.1482460278681135"
"1.943599999997765","275.30503821372986","1.8143201387712544","-4.121623991522657","5.935944130293912"
"2.0062999999970197","275.3854157924652","2.8752962758708307","-2.926246455605572","5.8015427314764025"
"2.176","275.56514739990234","6.04397089236879","0.03880221870150491","6.005168673667285"
"2.3598999999985097","275.7444796562195","10.165418231431492","3.2726968456401346","6.892721385791357"
"2.572699999999255","275.9738051891327","16.49624456685656","9.962174441922402","6.534070124934159"
"2.6115","275.9999363422394","17.27267317829805","10.973852583058529","6.298820595239521"
"2.745199999999255","276.12716484069824","21.15632591716536","16.99737999713501","4.158945920030352"
"2.95479999999702","276.3321499824524","27.576236296055264","27.546782109965413","0.02945418608985051"
"3.1825","276.51094913482666","33.051825061291346","34.31381036891955","-1.2619853076282013"
"3.286599999997765","276.641117811203","36.798570171267286","37.91781487677231","-1.1192447055050252"
"3.397","276.76899695396423","40.173225451532645","41.03872513882818","-0.8654996872955323"
"3.61139999999851","276.95072984695435","44.277438344538155","45.001726058689044","-0.7242877141508899"
"3.803","277.18628787994385","48.082388987366144","48.8750651293157","-0.7926761419495563"
"3.94289999999851","277.3147020339966","49.325304421895595","50.540173621381484","-1.2148691994858893"
"4.008699999999255","277.3921022415161","49.77054943150564","51.245420660250666","-1.4748712287450232"
"4.20179999999702","277.5451602935791","49.95975363194301","50.78592799052774","-0.8261743585847299"
"4.3680999999977645","277.751017332077","48.766517164621526","48.10850458653058","0.6580125780909469"
"4.6027999999970195","277.95525598526","46.01926176503291","44.78472452097696","1.2345372440559501"
"4.63389999999851","278.0065348148346","45.10407356381425","43.94031707691554","1.1637564868987056"
"4.774699999999255","278.16378378868103","41.79546059034104","41.12248979310695","0.6729707972340861"
"4.92339999999851","278.3167145252228","37.94938915288067","38.00527248157831","-0.055883328697639456"
"5.131199999999255","278.5215401649475","32.0790894888942","34.04808692859494","-1.9689974397007433"
"5.27529999999702","278.6488699913025","28.16854800819054","31.735839534891817","-3.5672915267012755"
"5.288199999999255","278.67428398132324","27.375101436817737","31.242779119918065","-3.867677683100329"
"5.468099999997765","278.831805229187","22.434537028289313","28.07572815887916","-5.641191130589846"
"5.63529999999702","279.01089811325073","16.949692435077388","23.954134746555138","-7.004442311477749"
"5.85679999999702","279.2419242858887","10.511374338697873","17.37106935060101","-6.859695011903138"
"5.9225999999977645","279.2932713031769","9.227845419942835","15.501648534320694","-6.273803114377859"
"6.030599999997765","279.39882707595825","6.80102863234028","11.158960804800769","-4.3579321724604885"
"6.20639999999851","279.57921719551086","3.414310385917954","4.21495348469578","-0.8006430987778259"
"6.4305","279.81270956993103","0.6892158676392661","-2.4701512010588034","3.1593670686980695"
"6.55379999999702","279.9408423900604","0.06904797786454608","-4.7579033779101945","4.8269513557747405"
"6.639799999997019","279.9923961162567","0.0011412935770707122","-5.264585203086226","5.265726496663297"
"6.814099999997765","280.19494700431824","0.7464312360217811","-4.490618139901412","5.237049375923193"
"7.06389999999851","280.43615674972534","3.661977116061969","2.3039167081841","1.3580604078778693"
"7.16","280.5416212081909","5.570452250154865","5.04828313275127","0.5221691174035952"
"7.229","280.61861276626587","7.181012761897573","7.009038098748658","0.17197466314891585"
"7.384099999997765","280.7731149196625","10.898974036390891","11.229665404365024","-0.3306913679741328"
"7.52679999999702","280.9264545440674","15.113256873860712","15.249449861822924","-0.1361929879622128"
