"participant","condition","joint","controller_mode","target_mode","motor_enabled","tolerance_deg","rmse_deg","mae_deg","max_error_deg","within_tolerance_percent","sample_rate_hz"
"S01","PID 跟隨＋補償","elbow","pid","sine","true","3","12.195506270628687","10.472749069809483","25.298870773279024","14.736842105263158","6.354056118481588"

"test_time_s","system_time_s","wall_time","reference_target_deg","measured_deg","tracking_error_deg","target_angle","reference_target_angle","target_velocity","reference_target_velocity","measured_angle_raw","elbow_angle","elbow_angle_raw","shoulder_angle","shoulder_angle_raw","upper_angle","forearm_angle","omega","alpha","jerk","error_for_control","integral_error","derivative_error","filtered_measurement_velocity","control_active","anti_windup_active","raw_pid_output","feedback_pid_output","feedforward_output","following_output","elbow_following_output","shoulder_following_output","controller_compensation_output","pid_output","motor_cmd","adrc_output","adrc_raw_output","adrc_estimated_angle","adrc_estimated_velocity","adrc_estimated_disturbance","adrc_observer_error","adrc_saturated","ilc_output","ilc_current_cycle","ilc_last_rmse","ilc_improvement_percent","ilc_learned_peak_pwm","ilc_frozen","desired_motor_cmd","desired_pwm_biceps","desired_pwm_triceps","desired_pwm_deltoid","pwm_biceps","pwm_triceps","pwm_deltoid","virtual_cable_effort_biceps","virtual_cable_effort_triceps","virtual_cable_effort_deltoid","elbow_soft_landing_scale","shoulder_motion_state","shoulder_release_command","shoulder_release_pwm","shoulder_motor_enable","motor_enabled","emergency_stop","motion_state","target_joint","target_mode","controller_mode"
"0.10489999999850988","183.719651222229","2026-09-08T15:23:51.901Z","25.95320386735339","0.6543330940743687","25.298870773279024","25.95320386735339","25.95320386735339","","","","0.6543330940743687","","2.1194792990026907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","靜止","elbow","","pid"
"0.3011000000014901","183.92473649978638","2026-09-08T15:23:52.098Z","19.554498003733126","1.8561209147880278","17.698377088945097","19.554498003733126","19.554498003733126","-30.66159686804407","-30.66159686804407","2.7415655078489607","1.8561209147880278","2.7415655078489607","2.1233212597944435","2.0620765351678907","-2.1501256898044403","0.5914398180445204","7.365963305245736","3.9550752686129282","-13.128720368598412","0","0","-36.584393618267136","5.922796750223065","false","true","93.68263462737133","0","130","130","130","0","0","130","130","0","0","1.8561209147880278","0","0","0","false","0","-1","0","0","0","false","130","130","-72","-1","130","-72","-1","102.16761279106143","68.01940324089742","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"0.47519999999552964","184.02778553962708","2026-09-08T15:23:52.272Z","16.449267277272664","2.744526216028298","13.704741061244366","16.449267277272664","16.449267277272664","-29.5212095358282","-29.5212095358282","4.44201383604404","2.744526216028298","4.44201383604404","2.2833763371764597","2.5397966823274603","-2.386700646557628","2.0553131894864123","14.411220116876915","64.31466358907285","532.3093651733104","0","0","-39.00657770891373","9.485368173085535","false","true","71.47541806595264","0","130","130","130","0","0","130","130","0","0","2.744526216028298","0","0","0","false","0","-1","0","0","0","false","130","130","-72","0","130","-72","0","114.22435045242312","54.52934711629692","0","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"0.5206000000014901","184.13199758529663","2026-09-08T15:23:52.317Z","13.4548038576795","4.381091778345114","9.073712079334387","13.4548038576795","13.4548038576795","-27.865298399387804","-27.865298399387804","7.194097293358368","4.381091778345114","7.194097293358368","2.3547290454838166","3.009565833476705","-2.450842253540756","4.743255039817612","23.366141239181623","79.61373170443238","198.82716986328052","0","1.0735472140702342","-44.45278061795412","16.587482218566315","false","false","45.461233830884595","0","130","130","130","0","0","130","130","0","0","4.381091778345114","0","0","0","false","0","-1","0","0","0","false","130","130","-72","0","130","-72","0","126.41715979576114","40.88704295591872","0","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"0.7496999999955296","184.36168098449707","2026-09-08T15:23:52.546Z","7.620666779990366","8.822446294314993","-1.2017795143246275","7.620666779990366","7.620666779990366","-22.583092313147116","-22.583092313147116","11.1896514955869","8.822446294314993","11.1896514955869","2.7681848863616985","3.1853523935784254","-2.8187376059585745","8.370913889628326","11.406305065776468","-68.13084032495313","-494.3166797315906","0","1.2876323727601946","-39.86782906024736","17.284736747100247","false","false","0","0","130","130","130","0","0","130","130","0","0","8.822446294314993","0","0","0","false","0","-1","0","0","0","false","130","130","-72","0","130","-72","0","153.29011750221255","10.81939796967938","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"0.9295","184.54155445098877","2026-09-08T15:23:52.726Z","4.035156058213399","9.933263190057083","-5.898107131843684","4.035156058213399","4.035156058213399","-17.114055134779385","-17.114055134779385","9.663338167629092","9.933263190057083","9.663338167629092","2.9735954449937516","3.4357029195078903","-3.228735006788014","6.434603160841078","-12.5031640467797","-122.96244461101038","-97.45235622453148","-5.898107131843684","0.5551032285394557","-18.290341011716194","1.1762858769368107","true","false","-34.26806822308334","-34.26806822308334","-130","-130","-130","0","-34.26806822308334","-164.26806822308333","-164.26806822308333","0","0","9.933263190057083","0","0","0","false","0","-1","0","0","0","false","-164.26806822308333","1","-1","0","1","-1","0","171.08825469017032","0","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"1.1867999999970198","184.77140474319458","2026-09-08T15:23:52.983Z","1.0244143437571473","8.595276627876796","-7.570862284119649","1.0244143437571473","1.0244143437571473","-8.900973507887034","-8.900973507887034","7.573977320231634","8.595276627876796","7.573977320231634","2.872658627847735","2.436596650591491","-3.5405488001168237","4.033428520114811","-9.802387209615318","13.102277992395123","282.8530154662189","-7.570862284119649","-1.06464466727532","-2.2750729902313562","-6.625900517655678","true","false","-41.86831450634848","-41.86831450634848","-130","-130","-130","0","-41.86831450634848","-171.8683145063485","-171.8683145063485","0","0","8.595276627876796","0","0","0","false","0","-1","0","0","0","false","-171.8683145063485","-152","169","0","-152","169","0","172.62442580858868","2.810487747192383","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"1.3791000000014901","185.00205898284912","2026-09-08T15:23:53.176Z","0.00008368255986468398","6.752125471540303","-6.7520417889804385","0.00008368255986468398","0.00008368255986468398","0.08128529406152046","0.08128529406152046","5.568529435351621","6.752125471540303","5.568529435351621","2.9547850499473287","2.688304846558152","-3.4421044016222027","2.1264250337294186","-7.624758220510784","14.075829346180889","27.30448754884086","-6.7520417889804385","-2.748052105502952","8.047360432167029","-7.966075138105508","true","false","-36.334241848281216","-36.334241848281216","-130","-130","-130","0","-36.334241848281216","-166.3342418482812","-166.3342418482812","0","0","6.752125471540303","0","0","0","false","0","-1","0","0","0","false","-166.3342418482812","-150","167","0","-150","167","0","145.86320789655053","25.831888914108276","1.4791221618652344","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"1.5611999999955297","185.18113803863525","2026-09-08T15:23:53.358Z","0.6448713401995079","5.425875881856486","-4.781004541656978","0.6448713401995079","0.6448713401995079","7.089450039078117","7.089450039078117","4.406655160445894","5.425875881856486","4.406655160445894","3.0341149780750674","3.4080993391020926","-3.506280179816372","0.9003749806295218","-6.055696706863085","11.669911558135352","32.40997754658159","0","-3.3772793688614056","14.142138508237533","-7.052688469159416","false","false","-24.88475733172724","0","-130","-130","-130","0","0","-130","-130","0","0","5.425875881856486","0","0","0","false","0","-1","0","0","0","false","-130","-61","180","-4","-61","180","-4","118.85141073332896","51.07601833343506","0.689380407333374","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"1.75939999999851","185.3602910041809","2026-09-08T15:23:53.556Z","2.518866399069399","4.786079291080578","-2.2672128920111794","2.518866399069399","2.518866399069399","13.742728607785732","13.742728607785732","4.823177001200207","4.786079291080578","4.823177001200207","2.9424322509196195","1.7402311574836404","-3.7429157828281063","1.080261218372101","5.2572090672006935","80.84899793477203","466.24006522031004","0","-2.9586149438182545","15.085756499163137","-1.343027891377405","false","false","0","0","130","130","130","-130","0","130","130","0","0","4.786079291080578","0","0","0","false","0","-1","0","0","0","false","130","-1","1","-100","-1","1","-100","109.46062477429712","79.7949492931366","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"1.825","185.44133496284485","2026-09-08T15:23:53.622Z","3.747193229389058","5.018420643104688","-1.2712274137156294","3.747193229389058","3.747193229389058","16.54367365562799","16.54367365562799","5.740725617975144","5.018420643104688","5.740725617975144","2.942824474171556","2.7878792635865133","-3.7725008602601804","1.9682247577149639","9.934025448785508","68.73427107563307","110.4733312862743","0","-2.6208665058917715","13.685507160823967","2.858166494804025","false","false","0","0","130","130","130","0","0","130","130","0","0","5.018420643104688","0","0","0","false","0","-1","0","0","0","false","130","0","0","-9","0","0","-9","109.39947597185774","88.0595338344574","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"1.9511000000014902","185.569571018219","2026-09-08T15:23:53.748Z","6.1348695074696735","5.880615042725441","0.25425446474423286","6.1348695074696735","6.1348695074696735","20.6144732299457","20.6144732299457","6.978947979702468","5.880615042725441","6.978947979702468","2.84391196278266","2.6550423761506297","-3.644118745970701","3.3348292337317673","10.44516716973346","8.883516364795174","-350.3283901442792","0","-2.1414387524465472","13.728029004803364","6.886444225142333","false","false","0","0","130","130","130","0","0","130","130","0","0","5.880615042725441","0","0","0","false","0","-1","0","0","0","false","130","127","-70","0","127","-70","0","111.2051176230113","95.09832620620728","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"2.12889999999851","185.74918866157532","2026-09-08T15:23:53.925Z","10.28475534140271","7.190381085298073","3.0943742561046363","10.28475534140271","10.28475534140271","25.397178283326564","25.397178283326564","8.208634819181384","7.190381085298073","8.208634819181384","2.73552579496635","2.7683698005132484","-3.520657146015708","4.687977673165676","7.310557630618735","-20.448640209279695","-177.58716936411074","0","-1.6138780589434072","18.347359892449855","7.04981839087671","false","false","0","0","130","130","130","0","0","130","130","0","0","7.190381085298073","0","0","0","false","0","-1","0","0","0","false","130","130","-72","0","130","-72","0","126.54107968012495","87.41885076869619","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"2.3252999999970196","185.92849111557007","2026-09-08T15:23:54.122Z","15.172054191413723","8.526270641439583","6.645783549974141","15.172054191413723","15.172054191413723","28.886570666037493","28.886570666037493","10.01059104616445","8.526270641439583","10.01059104616445","2.823584579507334","4.025046005211467","-3.532968086489433","6.477622959675017","11.102793033350856","32.72788291196914","323.3974938600824","6.645783549974141","-0.6940916316568311","20.15541135377091","8.731159312266584","true","false","38.56665656860321","38.56665656860321","130","130","130","130","38.56665656860321","168.5666565686032","168.5666565686032","0","0","8.526270641439583","0","0","0","false","0","-1","0","0","0","false","168.5666565686032","111","-142","51","111","-142","51","149.6617106596629","62.048979889262824","0","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"2.49160000000149","186.10919213294983","2026-09-08T15:23:54.288Z","20.599437648314428","11.015067330510401","9.584370317804026","20.599437648314428","20.599437648314428","30.925402800143075","30.925402800143075","13.509523629218876","11.015067330510401","13.509523629218876","2.7368657824905687","2.863302590766223","-3.478280361493006","10.03124326772587","18.57856628721014","35.64398299651491","7.57558714231596","9.584370317804026","0.8228729719283441","15.381078881030076","15.544323919113","true","false","54.25296750899708","54.25296750899708","130","130","130","0","54.25296750899708","184.25296750899707","184.25296750899707","0","0","11.015067330510401","0","0","0","false","0","-1","0","0","0","false","184.25296750899707","182","-100","0","182","-100","0","171.03295008341473","20.120076916434567","1.398883581161499","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"2.5356999999955296","186.1346480846405","2026-09-08T15:23:54.332Z","21.388790285312293","11.461470400376335","9.927319884935958","21.388790285312293","21.388790285312293","31.086446853161352","31.086446853161352","14.070378848587666","11.461470400376335","14.070378848587666","2.7897416345959134","3.138126000739531","-3.4748522441985017","10.595526604389164","18.962154750150845","29.471402383781413","-67.44134175202407","9.927319884935958","1.0755823473371395","14.627748379633573","16.45869847352778","true","false","56.06410978745847","56.06410978745847","130","130","130","0","56.06410978745847","186.06410978745848","186.06410978745848","0","0","11.461470400376335","0","0","0","false","0","-1","0","0","0","false","186.06410978745848","184","-101","0","184","-101","0","174.34222380320233","14.19578270478684","1.398883581161499","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"2.74769999999553","186.3128468990326","2026-09-08T15:23:54.544Z","26.97234176563024","15.031602751917793","11.940739013712447","26.97234176563024","26.97234176563024","31.318004243881468","31.318004243881468","18.15305562276096","15.031602751917793","18.15305562276096","3.137154380600394","2.8780997664524857","-3.6319874509511436","14.521068171809816","19.752470940454685","-1.6221684415348356","-205.97968707754399","11.940739013712447","3.0585023309779404","10.526615681012277","20.79138856286919","true","false","66.72978464585066","66.72978464585066","130","130","130","0","66.72978464585066","196.72978464585066","196.72978464585066","0","0","15.031602751917793","0","0","0","false","0","-1","0","0","0","false","196.72978464585066","140","-158","4","140","-158","4","198.93093983332318","0","4.192097902297974","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"2.9486000000014903","186.5714509487152","2026-09-08T15:23:54.745Z","34.826272218422936","21.34781379254886","13.478458425874077","34.826272218422936","34.826272218422936","28.887469732651734","28.887469732651734","25.41217863616376","21.34781379254886","25.41217863616376","3.5556438450628503","4.716700249075748","-4.096288307155675","21.315890329008084","23.13610936496313","-6.305999138604791","-305.1900554801216","13.478458425874077","3.7288342595183552","1.9848340905812663","26.902635642070468","true","true","74.33373358562507","70","130","130","130","130","70","200","200","0","0","21.34781379254886","0","0","0","false","0","-1","0","0","0","false","200","144","-160","55","144","-160","55","232.28204671541852","0","7.644702911376953","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"3.13160000000149","186.7520637512207","2026-09-08T15:23:54.928Z","39.747034172177706","25.763402445808186","13.98363172636952","39.747034172177706","39.747034172177706","25.368044046005526","25.368044046005526","29.130539975469233","25.763402445808186","29.130539975469233","4.19915379857304","3.948083078884525","-4.488848675650459","24.641691299818774","12.811450239538942","-47.223128387138075","-92.75204535643408","13.98363172636952","3.7288342595183552","2.139883752967876","23.22816029303765","true","true","77.12769170458867","70","130","130","130","0","70","200","200","0","0","25.763402445808186","0","0","0","false","0","-1","0","0","0","false","200","144","-160","15","144","-160","15","255.76171104113263","0","11.17336130142212","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"3.1761999999955295","186.77748918533325","2026-09-08T15:23:54.973Z","40.3843914512191","26.32938663553758","14.05500481568152","40.3843914512191","40.3843914512191","24.763100654424512","24.763100654424512","29.63716167969784","26.32938663553758","29.63716167969784","4.369591316568052","5.492556986331357","-4.600034182916886","25.037127496780954","11.872501761055812","-44.13503880226869","-28.489418664107824","14.05500481568152","3.7288342595183552","1.9788136435879373","22.784287010836575","true","true","77.50413668486668","70","130","130","130","130","70","200","200","0","0","26.32938663553758","0","0","0","false","0","-1","0","0","0","false","200","144","-160","66","144","-160","66","259.067017475764","0","12.114102363586426","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"3.402","187.0102891921997","2026-09-08T15:23:55.199Z","45.41372730732296","30.628644626546077","14.785082680776881","45.41372730732296","45.41372730732296","18.135660398762557","18.135660398762557","33.228804894641726","30.628644626546077","33.228804894641726","4.781352483820093","6.037759194445179","-5.2492093676911935","27.979595526950533","7.910089952169624","-7.734924925709503","180.44122003251414","14.785082680776881","3.7288342595183552","0.43209266071877295","17.703567738043784","true","true","81.36489284460424","70","130","130","130","130","70","200","200","0","0","30.628644626546077","0","0","0","false","0","-1","0","0","0","false","200","144","-160","50","144","-160","50","290.3427476088206","0","14.913858890533447","1","肩關節未抬舉","false","0","true","true","false","肘屈曲","elbow","sine","pid"
"3.58489999999851","187.19121646881104","2026-09-08T15:23:55.381Z","48.14141696952941","33.71092101747908","14.430495952050329","48.14141696952941","48.14141696952941","11.88667209002539","11.88667209002539","36.053961544760426","33.71092101747908","36.053961544760426","5.257905714641955","5.87856566972763","-5.950181305887099","30.103780238873327","5.878203766721845","-23.431844877675395","-153.9364248219153","14.430495952050329","3.7288342595183552","-4.515496611318403","16.402168701343793","true","true","78.91990690940449","70","130","130","130","0","70","200","200","0","0","33.71092101747908","0","0","0","false","0","-1","0","0","0","false","200","144","-160","21","144","-160","21","316.25372592608136","0","20.778489351272583","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
"3.7971000000014903","187.4001009464264","2026-09-08T15:23:55.594Z","49.80326480578243","34.96032760575701","14.842937200025425","49.80326480578243","49.80326480578243","3.933505845849408","3.933505845849408","35.58956202505023","34.96032760575701","35.58956202505023","5.687502829862724","5.90301669267259","-5.7765568720380855","29.813005153012142","-4.029862670320885","-33.26594533286127","72.6908211476379","14.842937200025425","3.7288342595183552","-1.096904791182871","5.030410637032279","true","true","81.53019295528107","70","0","0","0","0","70","200","200","0","0","34.96032760575701","0","0","0","false","0","-1","0","0","0","false","200","144","-160","13","144","-160","13","343.4087080160777","0","32.409738540649414","1","肩關節未抬舉","false","0","true","true","false","靜止","elbow","sine","pid"
