time,ua_ax,ua_ay,ua_az,ua_gx,ua_gy,ua_gz,ua_roll,ua_pitch,ua_yaw,fa_ax,fa_ay,fa_az,fa_gx,fa_gy,fa_gz,fa_roll,fa_pitch,fa_yaw,label
0.097,0.1938,-0.0612,1.0792,-2.31,-0.31,0.64,-3.24,-10.17,0.64,-0.8817,0.1196,0.3516,2.16,2.1,-1.02,18.79,67.16,-1.02,unknown
